Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2013-11-25;920,3789;920,3789;920,3789;920,3752;;
2013-11-22;919,9734;923,9902;918,4051;920,114;;
2013-11-21;922,6915;927,8949;918,2527;923,1369;;
2013-11-20;942,5889;943,6239;917,7497;921,1652;;
2013-11-19;944,9637;947,1189;940,1274;944,4897;;
2013-11-18;954,4795;954,4795;954,4795;954,4795;;
2013-11-15;957,6374;959,2571;951,4264;958,5215;;
2013-11-14;954,0786;963,3745;951,6002;957,9786;;
2013-11-13;943,9806;957,3686;943,7346;955,6988;;
2013-11-12;954,8764;956,9014;939,2868;942,5701;;
2013-11-11;962,095;962,095;962,095;962,095;;
2013-11-08;973,5835;977,82;954,2104;959,4334;;
2013-11-07;985,9334;990,9315;971,2233;978,425;;
2013-11-06;970,6962;978,146;968,6913;974,8169;;
2013-11-05;973,818;977,679;968,171;970,8536;;
2013-11-04;973,4118;978,9945;970,9833;973,3229;;
2013-11-01;979,8001;983,0137;967,338;974,5539;;
2013-10-31;983,1024;983,9015;967,1945;969,9985;;
2013-10-30;977,361;988,426;970,7888;975,3908;;
2013-10-29;982,4012;988,0738;973,5764;976,5869;;
2013-10-28;979,6866;987,928;976,8935;981,3552;;
2013-10-25;977,6584;984,0822;970,4435;980,4166;;
2013-10-24;965,0054;979,3046;963,8319;976,6751;;
2013-10-23;974,6219;976,1053;966,9575;969,9607;;
2013-10-22;961,5109;983,4723;958,3736;977,8448;;
2013-10-21;963,5619;968,8886;961,3229;963,9643;;
2013-10-18;964,3014;968,9711;958,9813;961,8752;;
2013-10-17;938,3326;969,4115;933,0186;965,9786;;
2013-10-16;945,1368;949,2147;936,3616;944,4141;;
2013-10-15;943,8524;954,6654;927,9404;949,6035;;
2013-10-14;937,2899;951,1059;935,4173;937,2235;;
2013-10-11;947,4495;954,0543;930,23;937,7451;;
2013-10-10;965,9696;969,4798;947,9752;952,1578;;
2013-10-09;976,3892;977,758;958,572;967,1624;;
2013-10-08;974,5138;979,3827;969,7039;973,1953;;
2013-10-07;968,8771;978,9272;964,5299;974,23;;
2013-10-04;968,9546;973,7365;960,7298;964,3125;;
2013-10-03;968,1551;971,8847;957,8785;968,8649;;
2013-10-02;952,5194;979,5413;945,8824;972,7932;;
2013-10-01;979,5706;986,8378;946,6578;947,9084;;
2013-09-30;992,2843;994,7131;980,0074;985,746;;
2013-09-27;977,8755;992,6572;975,253;987,4492;;
2013-09-26;987,4806;992,1031;977,1909;981,8987;;
2013-09-25;980,2725;990,9286;975,1925;988,0702;;
2013-09-24;981,0733;986,6474;969,6281;981,5743;;
2013-09-23;981,3148;981,3148;981,3148;981,3111;;
2013-09-20;1.010,51;1.012,63;980,4647;980,8755;;
2013-09-19;1.007,64;1.015,12;1.003,24;1.009,16;;
2013-09-18;981,1414;1.024,24;967,6603;1.019,6;;
2013-09-17;982,8541;991,1276;978,227;979,5073;;
2013-09-16;995,6652;997,7465;976,5217;983,4731;;
2013-09-13;993,8624;1.001,14;981,6021;997,4464;;
2013-09-12;1.027,68;1.028,05;993,8224;994,6012;;
2013-09-11;1.028,12;1.031,31;1.022,74;1.027,83;;
2013-09-10;1.047,64;1.050,65;1.025,73;1.029,77;;
2013-09-09;1.053,17;1.055,01;1.047,64;1.050,65;;
2013-09-06;1.042,25;1.062,1;1.037,75;1.061,15;;
2013-09-05;1.054,08;1.060,45;1.034,37;1.035,31;;
2013-09-04;1.072,05;1.073,69;1.051,8;1.055,83;;
2013-09-03;1.056,99;1.075,23;1.051,19;1.072,15;;
2013-09-02;1.053,35;1.058,68;1.051,33;1.054,24;;
2013-08-30;1.063,70;1.066,29;1.052,04;1.054,36;;
2013-08-29;1.069,12;1.069,18;1.057,64;1.060,65;;
2013-08-28;1.061,05;1.074,02;1.059,14;1.062,34;;
2013-08-27;1.053,42;1.067,47;1.046,69;1.061,13;;
2013-08-26;1.042,94;1.051,64;1.040,36;1.047,99;;
2013-08-23;1.030,84;1.048,44;1.025,2;1.046,71;;
2013-08-22;1.025,62;1.036,43;1.017,37;1.032,27;;
2013-08-21;1.024,48;1.029,96;1.016,18;1.022,2;;
2013-08-20;1.019,38;1.028,43;1.010,07;1.025,37;;
2013-08-19;1.032,07;1.037,34;1.021,22;1.024,69;;
2013-08-16;1.024,2;1.034,27;1.018,03;1.031,79;;
2013-08-15;1.005,17;1.030,3;992,096;1.027,67;;
2013-08-14;997,8404;1.009,27;994,0119;1.007,46;;
2013-08-13;1.002,17;1.009,4;992,6185;996,7682;;
2013-08-12;998,4864;1.011,56;996,314;1.006,52;0;0
2013-08-09;981,4626;984,8501;975,9815;982,9283;;
2013-08-08;963,0539;983,75;960,5165;982,4663;;
2013-08-07;963,3446;969,1545;956,8283;967,8429;;
2013-08-06;981,6265;984,1491;963,9006;965,9262;;
2013-08-05;989,9298;996,251;978,9243;983,6954;;
2013-08-02;992,5396;997,4627;972,3926;994,0052;;
2013-08-01;1.000,73;1.005,61;988,705;990,065;;
2013-07-31;999,887;1.008,51;983,8117;998,1507;;
2013-07-30;999,2698;1.001,33;992,57;998,502;;
2013-07-29;1.004,7;1.008,37;997,0912;1.000,96;;
2013-07-26;1.005,8;1.011,1;990,0754;1.005,45;;
2013-07-25;1.001,21;1.013,38;992,0391;1.010,22;;
2013-07-24;1.015,75;1.016,67;991,4691;997,8862;;
2013-07-23;1.013,49;1.021,9;1.006,78;1.020,84;;
2013-07-22;984,5207;1.016,96;984,5207;1.014,57;;
2013-07-19;978,6025;988,7983;977,3223;987,7505;;
2013-07-18;974,6964;984,2282;973,4591;980,8447;;
2013-07-17;983,6784;989,2281;967,6157;971,502;;
2013-07-16;979,3337;987,46;973,7765;985,0244;;
2013-07-15;987,55;995,043;981,0483;987,3116;0;0
2013-07-12;986,6119;988,6988;972,9937;985,8831;0;0
2013-07-11;965,3787;995,5458;965,3787;985,8594;;
2013-07-10;976,7892;987,4893;971,1153;982,787;;
2013-07-09;962,2929;980,3609;959,5862;973,4464;;
2013-07-08;951,4475;963,8755;946,5292;962,8171;;
2013-07-05;969,192;970,9074;938,2752;949,0103;;
2013-07-04;966,4279;968,8617;959,3115;961,6567;;
2013-07-03;959,5493;972,1583;954,5953;967,0499;;
2013-07-02;962,211;973,6345;952,4314;955,2739;;
2013-07-01;947,1121;967,2701;940,7226;960,7348;;
2013-06-28;917,9817;944,0061;903,0046;943,9985;;
2013-06-27;941,0681;955,1489;919,0608;921,3628;;
2013-06-26;981,0504;981,3729;938,5519;941,6462;;
2013-06-25;976,3591;981,5517;968,3874;972,8377;;
2013-06-24;990,4096;994,6126;975,3936;979,9404;;
2013-06-21;971,3278;987,997;963,3915;983,346;;
2013-06-20;1.023,76;1.023,80;967,1818;973,7917;;
2013-06-19;1.020,74;1.026,59;1.006,56;1.008,03;;
2013-06-18;1.035,76;1.036,4;1.017,86;1.022,75;;
2013-06-17;1.042,27;1.043,77;1.035,41;1.038,63;;
2013-06-14;1.041,96;1.046,19;1.036,39;1.044,94;;
2013-06-13;1.043,29;1.047,68;1.032,46;1.041,03;;
2013-06-12;1.038,15;1.050,25;1.035,17;1.046,27;;
2013-06-11;1.044,62;1.045,32;1.030,07;1.038,46;;
2013-06-10;1.046,67;1.051,59;1.041,94;1.049,69;;
2013-06-07;1.066,29;1.069,25;1.039,33;1.042,65;;
2013-06-06;1.070,02;1.084,87;1.061,18;1.077,83;;
2013-06-05;1.071,03;1.079,16;1.068,33;1.074,20;;
2013-06-04;1.077,94;1.080,73;1.061,07;1.068,98;;
2013-06-03;1.068,18;1.089,34;1.067,89;1.084,9;;
2013-05-31;1.087,34;1.093,15;1.064,96;1.067,42;;
2013-05-30;1.076,1;1.095,26;1.073,18;1.092,55;;
2013-05-29;1.066,57;1.077,36;1.065,82;1.075,43;;
2013-05-28;1.077,29;1.083,05;1.062,03;1.067,72;;
2013-05-27;1.073,21;1.079,51;1.070,04;1.078,06;;
2013-05-24;1.075,12;1.080,67;1.068,61;1.070,75;;
2013-05-23;1.063,02;1.084,01;1.053,04;1.079,38;;
2013-05-22;1.065,08;1.093,18;1.048,49;1.060,14;;
2013-05-21;1.083,36;1.089,23;1.057,05;1.069,8;;
2013-05-20;1.057,92;1.088,7;1.041,32;1.084,46;;
2013-05-17;1.077,40;1.082,45;1.053,63;1.056,61;;
2013-05-16;1.080,92;1.084,83;1.062,82;1.075,64;;
2013-05-15;1.107,51;1.112,35;1.080,54;1.083,1;;
2013-05-14;1.102,5;1.113,77;1.095,89;1.098,7;;
2013-05-13;1.116,28;1.116,28;1.099,36;1.102,84;;
2013-05-10;1.122,49;1.125,87;1.093,29;1.114,99;;
2013-05-09;1.121,55;1.123,07;1.106,15;1.109,34;;
2013-05-08;1.105,73;1.123,91;1.102,37;1.122,15;;
2013-05-07;1.121,16;1.122,11;1.099,95;1.108,1;;
2013-05-06;1.120,62;1.128,33;1.117,77;1.121,16;;
2013-05-03;1.118,67;1.134,8;1.111,13;1.121,69;;
2013-05-02;1.105;1.116,97;1.098,51;1.112,14;;
2013-04-30;1.128,75;1.132,23;1.118,19;1.129,78;;
2013-04-29;1.113,7;1.127,11;1.113,7;1.125,22;;
2013-04-26;1.140,40;1.141,82;1.115,09;1.123,46;;
2013-04-25;1.094,66;1.123,2;1.091,19;1.120,99;;
2013-04-24;1.086,5;1.101,92;1.086,01;1.100,89;;
2013-04-23;1.098,15;1.101,8;1.081,82;1.087,84;;
2013-04-22;1.076,28;1.103,47;1.076,28;1.094,19;;
2013-04-19;1.063,25;1.086,70;1.057,14;1.069,88;;
2013-04-18;1.055,07;1.074,86;1.025,68;1.065,79;;
2013-04-17;1.045,02;1.062,68;1.040,04;1.048,4;;
2013-04-16;1.034,08;1.068,09;1.007,34;1.041,66;;
2013-04-15;1.136,01;1.143,41;1.022,5;1.030,37;;
2013-04-12;1.196,32;1.198,65;1.137,54;1.138,53;;
2013-04-11;1.188,01;1.195,06;1.184,44;1.190,21;;
2013-04-10;1.211,68;1.214,09;1.189,13;1.191,01;;
2013-04-09;1.206,76;1.219,7;1.204,49;1.215,95;;
2013-04-08;1.213,74;1.215,58;1.203,8;1.208,33;;
2013-04-05;1.201,11;1.221,69;1.197,37;1.221,15;;
2013-04-04;1.215,31;1.216,7;1.201,97;1.212,91;;
2013-04-03;1.228,63;1.229,62;1.208,4;1.214,36;;
2013-04-02;1.245,95;1.249,25;1.226,22;1.227,48;;
2013-03-28;1.253,58;1.255,55;1.245,07;1.247,33;;
2013-03-27;1.253,6;1.259,52;1.246,55;1.257,43;;
2013-03-26;1.247,44;1.248,66;1.240,09;1.244,17;;
2013-03-25;1.243,67;1.247,56;1.229,41;1.240,01;;
2013-03-22;1.247,95;1.248,32;1.238,9;1.242,24;;
2013-03-21;1.244,54;1.252,25;1.242,99;1.251,73;;
2013-03-20;1.246,47;1.247,55;1.238,93;1.241,21;;
2013-03-19;1.241,06;1.248,3;1.236,45;1.246,61;;
2013-03-18;1.240,6;1.246,24;1.231,27;1.242,15;;
2013-03-15;1.215,78;1.221,65;1.214,28;1.216,7;;
2013-03-14;1.228,57;1.231,82;1.219,18;1.229,74;;
2013-03-13;1.227,44;1.232,02;1.221,75;1.224,4;;
2013-03-12;1.212,11;1.224,58;1.210,78;1.220,59;;
2013-03-11;1.214,73;1.218,56;1.212,92;1.217,6;;
2013-03-08;1.206,28;1.210;1.193,6;1.205,75;;
2013-03-06;1.208,64;1.215,83;1.202,88;1.208,94;;
2013-03-05;1.207,61;1.216,86;1.206,38;1.208,68;;
2013-03-04;1.211,37;1.218,59;1.206,85;1.210,12;;
2013-03-01;1.215,23;1.221,03;1.203,95;1.212,02;;
2013-02-28;1.216,77;1.220,95;1.199,9;1.203,29;;
2013-02-27;1.232,38;1.232,94;1.216,16;1.219,74;;
2013-02-26;1.218,48;1.239;1.212,17;1.234,27;;
2013-02-25;1.187,95;1.200,5;1.184,19;1.197,69;;
2013-02-22;1.195,55;1.203,77;1.191,38;1.198,58;;
2013-02-21;1.186,52;1.201,94;1.179,66;1.195,55;;
2013-02-20;1.200,6;1.203,82;1.165,92;1.170,19;;
2013-02-19;1.206,12;1.210,13;1.199,42;1.202,49;;
2013-02-18;1.205,62;1.212,55;1.203,88;1.205,85;;
2013-02-15;1.227,02;1.227,99;1.199,88;1.208,06;;
2013-02-14;1.232,57;1.237,9;1.225,45;1.226,83;;
2013-02-13;1.225,92;1.226,74;1.217,25;1.218,58;;
2013-02-12;1.226,48;1.230,36;1.219,93;1.228,72;;
2013-02-11;1.245,63;1.246,85;1.227,83;1.230,77;;
2013-02-08;1.250;1.251,31;1.245,36;1.246,93;;
2013-02-07;1.238,59;1.242,48;1.228,37;1.234,13;;
2013-02-06;1.237,7;1.242,76;1.234,38;1.241,25;;
2013-02-05;1.236,94;1.244,42;1.231,55;1.235,87;;
2013-02-04;1.230,47;1.237,83;1.226,44;1.235,57;;
2013-02-01;1.219,47;1.232,88;1.216,98;1.222,18;;
2013-01-31;1.237,84;1.240,41;1.223,76;1.227,93;;
2013-01-30;1.228,82;1.243,71;1.228,23;1.238,66;;
2013-01-29;1.232,41;1.240,38;1.231,84;1.238,7;;
2013-01-28;1.233,85;1.236,56;1.229,15;1.231,4;;
2013-01-25;1.238,33;1.241,66;1.229,56;1.231,56;;
2013-01-24;1.261,77;1.263,27;1.247,67;1.249,56;;
2013-01-23;1.269,6;1.271,75;1.263,09;1.264,81;;
2013-01-22;1.268,8;1.273,46;1.266,97;1.270,84;;
2013-01-21;1.264,47;1.269,57;1.264,47;1.268,3;;
2013-01-18;1.266,59;1.272,28;1.263,89;1.264,37;;
2013-01-17;1.257,17;1.268,53;1.247,39;1.262,42;;
2013-01-16;1.264,95;1.268,83;1.260,65;1.265,29;;
2013-01-15;1.251,47;1.264,49;1.250,5;1.260,21;;
2013-01-14;1.246,49;1.255,23;1.243,87;1.250,12;;
2013-01-11;1.261,92;1.263,33;1.245,92;1.252,78;;
2013-01-10;1.264,27;1.280,38;1.261,37;1.277,41;;
2013-01-09;1.270,79;1.276,01;1.265,04;1.269,63;;
2013-01-08;1.258,43;1.270,55;1.258,4;1.267,87;;
2013-01-07;1.270,73;1.274,95;1.260,43;1.262,96;;
2013-01-04;1.278,25;1.278,96;1.249,67;1.273,37;;
2013-01-03;1.287,2;1.289,88;1.267,57;1.269,92;;
2013-01-02;1.252,52;1.277,88;1.252,52;1.271,67;;
2012-12-31;1.254,34;1.264,8;1.254,34;1.258,97;;
2012-12-28;1.261,72;1.263,98;1.254,41;1.255,39;;
2012-12-27;1.251,02;1.255,47;1.246,06;1.254,29;;
2012-12-24;1.253,41;1.260,3;1.250,08;1.255,14;;
2012-12-21;1.247,6;1.256,45;1.238,44;1.254,27;;
2012-12-20;1.258,42;1.262,23;1.235,06;1.244,2;;
2012-12-19;1.256,35;1.260,53;1.250,74;1.253,12;;
2012-12-18;1.288,59;1.292,49;1.260,62;1.268,17;;
2012-12-17;1.288,26;1.291,76;1.281,88;1.290,35;;
2012-12-14;1.297,19;1.299,98;1.294,88;1.296,04;;
2012-12-13;1.308,79;1.308,79;1.292,2;1.297,58;;
2012-12-12;1.311,39;1.321,59;1.309,7;1.312,5;;
2012-12-11;1.314,98;1.319,48;1.312,28;1.316,13;;
2012-12-10;1.317,75;1.328,27;1.316,91;1.324,25;;
2012-12-07;1.317,13;1.321,39;1.306,55;1.320,3;;
2012-12-06;1.295,82;1.302,55;1.289,91;1.300,31;;
2012-12-05;1.299,2;1.306,29;1.289,82;1.296,52;;
2012-12-04;1.310,73;1.311,76;1.292,09;1.296,53;;
2012-12-03;1.313,26;1.318,7;1.312,05;1.314,25;;
2012-11-30;1.329,11;1.333,53;1.316,13;1.320,44;;
2012-11-29;1.323,39;1.330,1;1.322,34;1.328,29;;
2012-11-28;1.351,42;1.352,25;1.323,92;1.333,96;;
2012-11-27;1.349,06;1.351,59;1.343,04;1.344,13;;
2012-11-26;1.350,57;1.351,5;1.346,86;1.348,75;;
2012-11-23;1.340,71;1.358,97;1.340,39;1.356,33;;
2012-11-22;1.340,71;1.342,37;1.340,71;1.342,37;;
2012-11-21;1.348,89;1.352,32;1.344,02;1.349,93;;
2012-11-20;1.351,85;1.355,06;1.344,63;1.348,47;;
2012-11-19;1.349,77;1.359,54;1.349,3;1.356,83;;
2012-11-16;1.346,19;1.347,54;1.338,58;1.344,29;;
2012-11-15;1.353,65;1.354,65;1.336,79;1.345,03;;
2012-11-14;1.355,41;1.361,94;1.352,31;1.356,84;;
2012-11-13;1.361,16;1.364,72;1.353,46;1.358,62;;
2012-11-12;1.359,26;1.364,66;1.355,5;1.356,99;;
2012-11-09;1.363,93;1.369,78;1.360,7;1.363,65;;
2012-11-08;1.348,7;1.362,23;1.345,08;1.359,43;;
2012-11-07;1.346,24;1.358,55;1.336,59;1.347,64;;
2012-11-06;1.316,25;1.344,2;1.315,41;1.340,56;;
2012-11-05;1.311,11;1.319,66;1.309,23;1.318,62;;
2012-11-02;1.335,48;1.336,16;1.303,18;1.305,23;;
2012-11-01;1.325,26;1.330,92;1.321,03;1.322,58;;
2012-10-31;1.316,64;1.328,16;1.315,79;1.323,11;;
2012-10-30;1.317,03;1.323,27;1.315,71;1.319,74;;
2012-10-29;1.329,17;1.331,35;1.322,76;1.323,85;;
2012-10-26;1.326,1;1.331,2;1.317,73;1.325,45;;
2012-10-25;1.309,78;1.322,16;1.309,68;1.317,43;;
2012-10-24;1.319,36;1.324,55;1.312,83;1.314,94;;
2012-10-23;1.329,17;1.330,37;1.310,45;1.312,96;;
2012-10-22;1.318,14;1.323,47;1.311,91;1.323,27;;
2012-10-19;1.335,84;1.337,45;1.316,77;1.320,97;;
2012-10-18;1.333,51;1.335,7;1.325,42;1.327,39;;
2012-10-17;1.332,49;1.336,49;1.328,46;1.333,85;;
2012-10-16;1.331,57;1.340,03;1.329,84;1.339,39;;
2012-10-15;1.352,45;1.352,45;1.332,95;1.339,27;;
2012-10-12;1.362,41;1.367,12;1.351,24;1.352,55;;
2012-10-11;1.363,76;1.373,46;1.361,55;1.367,9;;
2012-10-10;1.368,84;1.371,95;1.363,45;1.367,21;;
2012-10-09;1.370,8;1.374,04;1.359,45;1.362,08;;
2012-10-08;1.374,33;1.374,33;1.363,87;1.369,81;;
2012-10-05;1.377,06;1.381,33;1.364,24;1.369,67;;
2012-10-04;1.372,75;1.386,03;1.372,75;1.382,48;;
2012-10-03;1.374,92;1.380,89;1.372,48;1.378,02;;
2012-10-02;1.372,77;1.380,05;1.370,03;1.372,58;;
2012-10-01;1.375,06;1.391,05;1.369,54;1.378,42;;
2012-09-28;1.374,4;1.379,2;1.367,32;1.370,65;;
2012-09-27;1.361,58;1.382,89;1.360,34;1.380,38;;
2012-09-26;1.370,69;1.374,58;1.353,41;1.364,66;;
2012-09-25;1.364,37;1.372,49;1.360,32;1.361,47;;
2012-09-24;1.373,03;1.373,03;1.359,55;1.366,06;;
2012-09-21;1.361,37;1.376,31;1.360,41;1.365,41;;
2012-09-20;1.366,72;1.368,15;1.355,79;1.365,18;;
2012-09-19;1.362,83;1.368,52;1.356,45;1.361,68;;
2012-09-18;1.349,24;1.358,4;1.343;1.357,4;;
2012-09-17;1.353,09;1.357,54;1.341,09;1.345,94;;
2012-09-14;1.349,14;1.357,58;1.348,57;1.352,16;;
2012-09-13;1.341,17;1.372,93;1.333,26;1.368,47;;
2012-09-12;1.343,09;1.354,26;1.338;1.342,16;;
2012-09-11;1.350,08;1.359,24;1.349,77;1.354,54;;
2012-09-10;1.358,92;1.362,09;1.350,23;1.351,25;;
2012-09-07;1.338,58;1.370,22;1.329,55;1.366,4;;
2012-09-06;1.339,77;1.355,71;1.338,62;1.345,78;;
2012-09-05;1.348,02;1.348,51;1.341,83;1.346,16;;
2012-09-04;1.345,85;1.350,69;1.342,37;1.347,91;;
2012-09-03;1.346,32;1.347,91;1.341,38;1.347,03;;
2012-08-31;1.312,86;1.342,56;1.306,42;1.341,69;;
2012-08-30;1.320,55;1.326,53;1.316,96;1.319,87;;
2012-08-29;1.328,78;1.331,17;1.318,06;1.320,45;;
2012-08-28;1.326,23;1.332,68;1.320,98;1.328,46;;
2012-08-27;1.333,56;1.338,4;1.327,51;1.328,13;;
2012-08-24;1.335,19;1.338,13;1.329,50;1.335,73;;
2012-08-23;1.325,53;1.334,45;1.320,43;1.330,98;;
2012-08-22;1.315,27;1.330,46;1.313,34;1.329,17;;
2012-08-21;1.303,95;1.320,69;1.302,46;1.317,95;;
2012-08-20;1.313,78;1.319,11;1.309,49;1.317,52;;
2012-08-17;1.309,11;1.313,04;1.306,75;1.309,84;;
2012-08-16;1.305,72;1.317,62;1.304,02;1.315,29;;
2012-08-15;1.302,62;1.308,33;1.295,46;1.306,04;;
2012-08-14;1.303,23;1.308,70;1.287,97;1.294,61;;
2012-08-13;1.312,75;1.317,45;1.303,28;1.304,6;;
2012-08-10;1.318,95;1.326,05;1.309,7;1.320,99;;
2012-08-09;1.310,67;1.315,65;1.308,8;1.314,77;;
2012-08-08;1.306,99;1.310,7;1.299,94;1.306,95;;
2012-08-07;1.295,13;1.301,18;1.293,88;1.296,48;;
2012-08-06;1.294,91;1.304,72;1.294,43;1.301,09;;
2012-08-03;1.297,35;1.312,01;1.295,57;1.309,08;;
2012-08-02;1.295,76;1.308,16;1.283,99;1.286,73;;
2012-08-01;1.312,63;1.316,11;1.294,67;1.300,82;;
2012-07-31;1.320,54;1.325,38;1.311,58;1.314,12;;
2012-07-30;1.326,03;1.327,78;1.318,59;1.324,64;;
2012-07-27;1.311,72;1.322,93;1.308,76;1.318,38;;
2012-07-26;1.308,69;1.322,76;1.306,18;1.317,82;;
2012-07-25;1.302,85;1.326,93;1.301,3;1.322,28;;
2012-07-24;1.304,33;1.310,41;1.298,16;1.307,7;;
2012-07-23;1.309,05;1.309,05;1.291,86;1.302,6;;
2012-07-20;1.296,39;1.300,94;1.290,53;1.298,86;;
2012-07-19;1.280,38;1.295,25;1.280,3;1.287,09;;
2012-07-18;1.294,14;1.296,47;1.281,71;1.286,13;;
2012-07-17;1.294,19;1.301,85;1.280,29;1.289,19;;
2012-07-16;1.305,17;1.309,77;1.296,48;1.305,25;;
2012-07-13;1.289,68;1.310,46;1.285,22;1.304,31;;
2012-07-12;1.294,42;1.295,9;1.277,16;1.290,42;;
2012-07-11;1.278,14;1.291,25;1.278,09;1.285,77;;
2012-07-10;1.292,27;1.303,5;1.273,72;1.275,54;;
2012-07-09;1.285,41;1.295,81;1.282,71;1.291,43;;
2012-07-06;1.296,36;1.300,49;1.273,83;1.279,32;;
2012-07-05;1.299,76;1.306,66;1.286,28;1.291,24;;
2012-07-04;1.287,7;1.290,14;1.283,31;1.285,89;;
2012-07-03;1.269,98;1.292,07;1.268,51;1.286,08;;
2012-07-02;1.269,32;1.271,98;1.260,58;1.268,17;;
2012-06-29;1.233,04;1.276,25;1.232,1;1.268,68;;
2012-06-28;1.267,64;1.271,58;1.246,99;1.250,12;;
2012-06-27;1.260,42;1.267,27;1.252,71;1.261,55;;
2012-06-26;1.270,1;1.271,98;1.257,23;1.260,72;;
2012-06-25;1.258,37;1.271,66;1.254,41;1.268,78;;
2012-06-22;1.249,02;1.254,81;1.243,08;1.253,25;;
2012-06-21;1.268,71;1.268,71;1.234,97;1.236,11;;
2012-06-20;1.273,85;1.277,47;1.252,2;1.265,31;;
2012-06-19;1.289,36;1.294,56;1.281,94;1.282,43;;
2012-06-18;1.287,67;1.291,8;1.275,32;1.290,22;;
2012-06-15;1.288,46;1.295,97;1.286,22;1.289,92;;
2012-06-14;1.288,5;1.296,87;1.283,45;1.293,6;;
2012-06-13;1.284,49;1.296,08;1.281,63;1.290,25;;
2012-06-12;1.277,98;1.294,99;1.270,3;1.288,67;;
2012-06-11;1.270,65;1.282,03;1.261,86;1.272,68;;
2012-06-08;1.274,9;1.279,36;1.246,29;1.278,39;;
2012-06-07;1.286,19;1.293,52;1.254,77;1.262,05;;
2012-06-06;1.295,19;1.314,22;1.293,61;1.297,52;;
2012-06-05;1.302,64;1.306,38;1.297,28;1.301,03;;
2012-06-04;1.306,79;1.308,96;1.293,96;1.301,8;;
2012-06-01;1.266,31;1.322,68;1.254,67;1.316,99;;
2012-05-31;1.260,5;1.268,32;1.251,63;1.258,04;;
2012-05-30;1.249,56;1.259,01;1.232,16;1.257,8;;
2012-05-29;1.256,97;1.263,69;1.236,8;1.241,7;;
2012-05-28;1.251,91;1.260,43;1.250,71;1.253,3;;
2012-05-25;1.242,71;1.254,58;1.236,78;1.253,91;;
2012-05-24;1.243,53;1.256,59;1.235,81;1.241,62;;
2012-05-23;1.238,45;1.239,28;1.211,62;1.233,51;;
2012-05-22;1.247,81;1.248,76;1.223,42;1.228,31;;
2012-05-21;1.249,39;1.254,35;1.243,46;1.249,57;;
2012-05-18;1.237,44;1.255,69;1.232,68;1.252,24;;
2012-05-17;1.214,16;1.245,66;1.213,18;1.241,25;;
2012-05-16;1.212,2;1.218,64;1.198,9;1.208,82;;
2012-05-15;1.212,33;1.217,62;1.200,39;1.202,29;;
2012-05-14;1.227,79;1.232,41;1.209,98;1.210,18;;
2012-05-11;1.230,84;1.232,27;1.216,01;1.220,27;;
2012-05-10;1.226,49;1.236,1;1.223,74;1.229,88;;
2012-05-09;1.239,73;1.240,46;1.220,07;1.227,45;;
2012-05-08;1.257,93;1.258,39;1.225,09;1.232,59;;
2012-05-07;1.256,2;1.260,4;1.253,24;1.257,19;;
2012-05-04;1.245,85;1.254,17;1.239,26;1.250,2;;
2012-05-03;1.260,08;1.260,12;1.243,36;1.246,7;;
2012-05-02;1.266,32;1.266,66;1.254,4;1.259,31;;
2012-04-30;1.260,03;1.260,91;1.246,82;1.259,8;;
2012-04-27;1.252,59;1.260,31;1.247,92;1.256,71;;
2012-04-26;1.243,85;1.256,6;1.242,56;1.253,92;;
2012-04-25;1.243,49;1.246,58;1.230;1.244,7;;
2012-04-24;1.244,28;1.253,02;1.241,71;1.247,74;;
2012-04-23;1.251,2;1.251,2;1.236,58;1.248,04;;
2012-04-20;1.245,34;1.248,45;1.242,23;1.245,41;;
2012-04-19;1.252,41;1.262,56;1.247,82;1.255,43;;
2012-04-18;1.259,92;1.263,57;1.251,15;1.251,79;;
2012-04-17;1.258,42;1.261,69;1.245,03;1.256,18;;
2012-04-16;1.273,02;1.273,02;1.260,45;1.268,39;;
2012-04-13;1.274,57;1.276,24;1.254,66;1.261,01;;
2012-04-12;1.261,27;1.277,28;1.254,92;1.274,08;;
2012-04-11;1.263,38;1.266,15;1.259,12;1.263,38;;
2012-04-10;1.250,8;1.267,96;1.244,59;1.265,79;;
2012-04-05;1.240,32;1.249,96;1.239,86;1.248,28;;
2012-04-04;1.252,02;1.254,15;1.227,48;1.233,34;;
2012-04-03;1.258,96;1.262,4;1.231,43;1.236,2;;
2012-04-02;1.251,97;1.263,95;1.248,78;1.259,74;;
2012-03-30;1.243,41;1.250,52;1.242,97;1.248,75;;
2012-03-29;1.252,98;1.254,57;1.239,95;1.251,96;;
2012-03-28;1.259,77;1.262,29;1.241,06;1.247,28;;
2012-03-27;1.267,49;1.272,67;1.259,99;1.260,52;;
2012-03-26;1.252,11;1.275,61;1.247,27;1.272,94;;
2012-03-23;1.241,75;1.258,5;1.240,17;1.255,63;;
2012-03-22;1.253,13;1.258,07;1.236,76;1.249,41;;
2012-03-21;1.246,62;1.256,61;1.245,32;1.248,51;;
2012-03-20;1.259,51;1.261,44;1.244,07;1.250,19;;
2012-03-19;1.261,56;1.269,54;1.256,95;1.265,4;;
2012-03-16;1.262,66;1.268,76;1.262,28;1.264,94;0;0
2012-03-14;1.283,58;1.288,05;1.251,53;1.259,15;0;0
2012-03-13;1.301,87;1.306,5;1.273,71;1.281,92;0;0
